chrom	start	end	gene	score	strand	interval
chr2	98619105	98731126	ENSG00000071073	0	-	112021
chr1	66812884	66924887	ENSG00000152763	0	-	112003
chr12	70242993	70354993	ENSG00000111596	0	+	112000
chr16	74999029	75110994	ENSG00000186187	0	+	111965
chr5	124636912	124748807	ENSG00000168916	0	-	111895
chr1	230314481	230426371	ENSG00000177614	0	-	111890
chr7	44379120	44490880	ENSG00000015676	0	-	111760
chr3	27372720	27484420	ENSG00000033867	0	-	111700
chr12	66764	178460	ENSG00000120645	0	+	111696
chr3	44761716	44873376	ENSG00000163808	0	+	111660
chr1	110519836	110631474	ENSG00000177301	0	-	111638
chr15	69160583	69272217	ENSG00000138604	0	+	111634
chr5	148025682	148137289	ENSG00000133710	0	+	111607
chr8	79918716	80030289	ENSG00000147586	0	-	111573
chr13	21492690	21604214	ENSG00000165487	0	-	111524
chr6	87152832	87264196	ENSG00000188994	0	+	111364
chr14	50719762	50831121	ENSG00000100503	0	-	111359
chr11	70078301	70189528	ENSG00000131620	0	+	111227
chr3	138187247	138298389	ENSG00000114098	0	+	111142
chr8	118995451	119106582	ENSG00000184374	0	+	111131
chr16	58295079	58406144	ENSG00000181938	0	+	111065
chr10	32267750	32378798	ENSG00000120616	0	-	111048
chr4	169612632	169723673	ENSG00000109572	0	+	111041
chr7	116811069	116922049	ENSG00000198898	0	+	110980
chr1	177171496	177282422	ENSG00000198797	0	+	110926
chr17	32142453	32253374	ENSG00000126858	0	+	110921
chr7	6161775	6272644	ENSG00000008256	0	-	110869
chr5	95713521	95824383	ENSG00000164292	0	+	110862
chr5	83471464	83582303	ENSG00000038427	0	+	110839
chr4	1871423	1982207	ENSG00000109685	0	+	110784
chr14	77505996	77616773	ENSG00000100596	0	-	110777
chr4	139495940	139606699	ENSG00000145391	0	-	110759
chr7	140293692	140404433	ENSG00000157800	0	-	110741
chr2	96875881	96986592	ENSG00000168754	0	-	110711
chr11	13276651	13387266	ENSG00000133794	0	+	110615
chr7	29806485	29917066	ENSG00000122574	0	+	110581
chr7	142111748	142222324	ENSG00000257743	0	+	110576
chr2	47065940	47176511	ENSG00000273269	0	-	110571
chr15	98437161	98547728	ENSG00000283597	0	-	110567
chr1	156934839	157045370	ENSG00000132694	0	-	110531
chr10	22928023	23038523	ENSG00000165309	0	+	110500
chr2	132147590	132257969	ENSG00000163046	0	-	110379
chr5	79689876	79800240	ENSG00000164309	0	+	110364
chr8	8783353	8893645	ENSG00000147324	0	-	110292
chr10	98134623	98244897	ENSG00000166024	0	+	110274
chr6	20102144	20212399	ENSG00000172197	0	-	110255
chrX	20006712	20116917	ENSG00000184368	0	-	110205
chr5	55424853	55535050	ENSG00000067113	0	-	110197
chr8	123041967	123152153	ENSG00000156787	0	+	110186
chr2	127701021	127811187	ENSG00000136709	0	-	110166
chr17	35011348	35121493	ENSG00000267618	0	-	110145
chr11	66848232	66958376	ENSG00000173599	0	-	110144
chr2	230203109	230313215	ENSG00000079263	0	+	110106
chr3	72888072	72998138	ENSG00000172986	0	+	110066
chr5	141402931	141512979	ENSG00000261934	0	+	110048
chr12	63558912	63668939	ENSG00000177990	0	-	110027
chr16	8674564	8784575	ENSG00000183044	0	+	110011
chr16	58519950	58629886	ENSG00000125107	0	-	109936
chr10	114294823	114404756	ENSG00000169129	0	-	109933
chr16	55846153	55956031	ENSG00000159398	0	-	109878
chrX	80335503	80445311	ENSG00000174016	0	+	109808
chr16	52438004	52547802	ENSG00000103460	0	-	109798
chr2	47045537	47155287	ENSG00000239605	0	-	109750
chr1	155749661	155859400	ENSG00000116580	0	-	109739
chr2	27781363	27891098	ENSG00000171174	0	-	109735
chr1	5991465	6101193	ENSG00000069424	0	+	109728
chr10	6144933	6254644	ENSG00000170525	0	+	109711
chr13	77535673	77645263	ENSG00000136155	0	+	109590
chr2	138670771	138780348	ENSG00000144227	0	-	109577
chr6	34587287	34696859	ENSG00000196821	0	-	109572
chr8	131904087	132013642	ENSG00000132294	0	+	109555
chr1	166057425	166166969	ENSG00000188859	0	-	109544
chr12	11391539	11501041	ENSG00000121335	0	-	109502
chr2	43886507	43996005	ENSG00000138095	0	-	109498
chr7	143620949	143730409	ENSG00000170379	0	+	109460
chr1	119031215	119140671	ENSG00000116874	0	-	109456
chr12	69470348	69579789	ENSG00000166225	0	+	109441
chr7	98291650	98401068	ENSG00000006453	0	-	109418
chr7	34928875	35038271	ENSG00000173852	0	-	109396
chr14	19719014	19828372	ENSG00000176294	0	+	109358
chr2	180967247	181076585	ENSG00000170035	0	+	109338
chr12	280128	389454	ENSG00000073614	0	-	109326
chr17	29071123	29180412	ENSG00000196535	0	-	109289
chr4	105894774	106004027	ENSG00000168743	0	+	109253
chrX	3604369	3713608	ENSG00000183943	0	-	109239
chr4	176683537	176792727	ENSG00000150630	0	-	109190
chrX	109372905	109482072	ENSG00000101890	0	-	109167
chrX	109624243	109733403	ENSG00000068366	0	-	109160
chr9	131125560	131234670	ENSG00000126883	0	+	109110
chr15	70654553	70763593	ENSG00000137831	0	-	109040
chr4	76312996	76421868	ENSG00000163749	0	-	108872
chr9	111686172	111795008	ENSG00000165181	0	-	108836
chr15	69298946	69407780	ENSG00000137819	0	+	108834
chr10	87863112	87971930	ENSG00000171862	0	+	108818
chr15	31326854	31435665	ENSG00000169926	0	+	108811
chr10	22345444	22454224	ENSG00000077327	0	+	108780
chrX	15384798	15493564	ENSG00000087842	0	-	108766
chr12	9467551	9576275	ENSG00000214776	0	+	108724
chr1	236795280	236903981	ENSG00000116984	0	+	108701
chr10	80537901	80646560	ENSG00000178217	0	+	108659
chr10	26991913	27100498	ENSG00000107890	0	-	108585
chr11	72685068	72793599	ENSG00000186635	0	-	108531
chr11	93329970	93438487	ENSG00000165325	0	+	108517
chr2	168922937	169031322	ENSG00000073734	0	-	108385
chr6	108986436	109094819	ENSG00000080546	0	-	108383
chr5	180100790	180209153	ENSG00000146090	0	-	108363
chr8	38996868	39105144	ENSG00000168615	0	+	108276
chr13	19674751	19783019	ENSG00000121390	0	-	108268
chr2	230712844	230821075	ENSG00000135932	0	+	108231
chr4	47485287	47593486	ENSG00000145246	0	+	108199
chr17	44395283	44503430	ENSG00000186566	0	-	108147
chr6	138795925	138904070	ENSG00000203734	0	+	108145
chr11	76444922	76553025	ENSG00000158636	0	+	108103
chr15	34229995	34338060	ENSG00000140199	0	-	108065
chr12	21131201	21239246	ENSG00000134538	0	+	108045
chrX	37349274	37457295	ENSG00000130962	0	+	108021
chr3	8733799	8841808	ENSG00000182533	0	+	108009
chr17	36948874	37056871	ENSG00000275700	0	+	107997
chr1	171485550	171593511	ENSG00000117523	0	+	107961
chr3	122183682	122291629	ENSG00000036828	0	+	107947
chr10	62811995	62919900	ENSG00000122877	0	-	107905
chr1	183929853	184037729	ENSG00000198756	0	-	107876
chr2	197568223	197676045	ENSG00000162944	0	-	107822
chr6	83859642	83967424	ENSG00000065615	0	+	107782
chr12	50175787	50283546	ENSG00000050405	0	-	107759
chr10	7559269	7666998	ENSG00000123243	0	-	107729
chr14	31100111	31207804	ENSG00000092148	0	-	107693
chr15	43403060	43510728	ENSG00000067369	0	-	107668
chr11	119206275	119313926	ENSG00000110395	0	+	107651
chr1	226631689	226739323	ENSG00000143772	0	-	107634
chr5	176238366	176345991	ENSG00000170085	0	+	107625
chr12	109347902	109455523	ENSG00000174527	0	+	107621
chr7	124822385	124929983	ENSG00000128513	0	-	107598
chr11	125955795	126063335	ENSG00000064309	0	-	107540
chr5	82279461	82386977	ENSG00000205464	0	+	107516
chr8	53851807	53959303	ENSG00000147509	0	+	107496
chr1	33323622	33431052	ENSG00000134686	0	-	107430
chr5	140174641	140282052	ENSG00000120306	0	+	107411
chr6	150143075	150250357	ENSG00000198729	0	+	107282
chr16	24255552	24362801	ENSG00000006116	0	+	107249
chr4	109433771	109540896	ENSG00000138802	0	+	107125
chr8	17922839	18029944	ENSG00000078674	0	+	107105
chr8	86214051	86321146	ENSG00000164893	0	-	107095
chr7	138594284	138701352	ENSG00000157703	0	-	107068
chr7	50458435	50565457	ENSG00000132437	0	-	107022
chr1	157993272	158100262	ENSG00000183853	0	+	106990
chr11	112086823	112193805	ENSG00000255292	0	+	106982
chr1	90915297	91022272	ENSG00000122482	0	-	106975
chr2	70447279	70554193	ENSG00000163235	0	-	106914
chr11	27365960	27472775	ENSG00000205213	0	-	106815
chr7	108023547	108130356	ENSG00000091128	0	-	106809
chr2	53864066	53970840	ENSG00000068878	0	-	106774
chr8	60516856	60623627	ENSG00000104388	0	+	106771
chr1	43164174	43270936	ENSG00000117395	0	-	106762
chr12	94897054	95003770	ENSG00000184752	0	-	106716
chr17	28950512	29057220	ENSG00000179761	0	+	106708
chr10	125576521	125683144	ENSG00000175018	0	-	106623
chr6	160171060	160277638	ENSG00000112499	0	-	106578
chr10	91923768	92030325	ENSG00000095564	0	+	106557
chr2	240713763	240820308	ENSG00000130294	0	-	106545
chr1	93448130	93554661	ENSG00000137942	0	+	106531
chr1	118883045	118989556	ENSG00000092607	0	-	106511
chr12	101280108	101386616	ENSG00000120800	0	+	106508
chr17	39757714	39864188	ENSG00000161405	0	-	106474
chr13	32432416	32538885	ENSG00000244754	0	-	106469
chr4	15339817	15446166	ENSG00000163145	0	+	106349
chr17	2405561	2511891	ENSG00000127804	0	-	106330
chrX	66162548	66268867	ENSG00000089472	0	+	106319
chr12	89419717	89526024	ENSG00000139323	0	-	106307
chr14	105209285	105315589	ENSG00000185024	0	-	106304
chr16	53597682	53703938	ENSG00000103494	0	-	106256
chr17	13495688	13601927	ENSG00000153976	0	-	106239
chr4	77713386	77819615	ENSG00000138767	0	-	106229
chr12	20810701	20916911	ENSG00000111700	0	+	106210
chr7	35800931	35907105	ENSG00000122545	0	+	106174
chr9	131394092	131500197	ENSG00000130723	0	+	106105
chr12	32790744	32896840	ENSG00000057294	0	-	106096
chr5	64506256	64612312	ENSG00000186479	0	+	106056
chr2	86907952	87013981	ENSG00000187627	0	+	106029
chr3	14947583	15053600	ENSG00000177463	0	+	106017
chr14	35826317	35932325	ENSG00000100916	0	+	106008
chr11	75100562	75206549	ENSG00000137491	0	+	105987
chr5	128083765	128189688	ENSG00000064651	0	+	105923
chr10	68106116	68212017	ENSG00000138347	0	+	105901
chr5	142592177	142698070	ENSG00000113578	0	-	105893
chr13	42886387	42992271	ENSG00000133106	0	-	105884
chr8	10606348	10712187	ENSG00000183638	0	-	105839
chr1	1785284	1891117	ENSG00000078369	0	-	105833
chr12	124776855	124882668	ENSG00000073060	0	-	105813
chr6	44273193	44378957	ENSG00000272442	0	+	105764
chr13	27066141	27171896	ENSG00000152484	0	-	105755
chr3	98795940	98901689	ENSG00000057019	0	-	105749
chr13	23570369	23676104	ENSG00000127863	0	+	105735
chr11	119623407	119729084	ENSG00000110400	0	-	105677
chr1	211082871	211188533	ENSG00000283952	0	-	105662
chr15	82543200	82648861	ENSG00000214575	0	-	105661
chr7	77310750	77416400	ENSG00000186088	0	-	105650
chr1	74568110	74673738	ENSG00000178965	0	-	105628
chr9	81583682	81689305	ENSG00000196781	0	-	105623
chr1	16246838	16352454	ENSG00000037637	0	-	105616
chr10	91409279	91514829	ENSG00000165338	0	+	105550
chr15	66386816	66492312	ENSG00000169032	0	+	105496
chr6	132296054	132401545	ENSG00000079931	0	-	105491
chr10	32900318	33005792	ENSG00000150093	0	-	105474
chr6	41789895	41895361	ENSG00000164663	0	-	105466
chr5	52989325	53094779	ENSG00000164171	0	+	105454
chr2	3379674	3485094	ENSG00000171853	0	+	105420
chr9	125261793	125367207	ENSG00000165219	0	+	105414
chr2	187343128	187448460	ENSG00000064989	0	-	105332
chrX	50365408	50470738	ENSG00000274588	0	-	105330
chr15	25333727	25439056	ENSG00000114062	0	-	105329
chr1	21678297	21783606	ENSG00000090686	0	-	105309
chr14	68874142	68979440	ENSG00000072110	0	-	105298
chr10	103088016	103193306	ENSG00000076685	0	-	105290
chr7	27739330	27844564	ENSG00000106052	0	+	105234
chr17	6451263	6556494	ENSG00000091622	0	-	105231
chr3	108589681	108694846	ENSG00000198919	0	+	105165
chr5	123089120	123194266	ENSG00000061455	0	+	105146
chr10	73253758	73358859	ENSG00000156042	0	-	105101
chr2	201790460	201895550	ENSG00000138395	0	+	105090
chr4	105369076	105474081	ENSG00000138777	0	-	105005
chr6	10747758	10852753	ENSG00000137210	0	+	104995
chr3	31532637	31637622	ENSG00000163527	0	+	104985
chr5	141408020	141512979	ENSG00000253305	0	+	104959
chr5	123512098	123617045	ENSG00000151292	0	+	104947
chr15	38252325	38357249	ENSG00000166068	0	+	104924
chr13	30202629	30307484	ENSG00000102781	0	-	104855
chr16	57758216	57863053	ENSG00000140859	0	-	104837
chr1	167809387	167914215	ENSG00000143199	0	-	104828
chr9	36572861	36677683	ENSG00000165304	0	+	104822
chr9	109015151	109119945	ENSG00000106771	0	-	104794
chr3	38845768	38950561	ENSG00000168356	0	-	104793
chr2	28956610	29061373	ENSG00000189350	0	+	104763
chr11	34915828	35020591	ENSG00000110435	0	+	104763
chr5	43602691	43707405	ENSG00000112992	0	+	104714
chr5	154712901	154817607	ENSG00000155506	0	+	104706
chrX	150568618	150673322	ENSG00000171100	0	+	104704
chr3	193593143	193697823	ENSG00000198836	0	+	104680
chr9	105447795	105552433	ENSG00000106701	0	+	104638
chr12	119989868	120094494	ENSG00000135127	0	+	104626
chr3	146391420	146495991	ENSG00000163746	0	-	104571
chr8	98189832	98294393	ENSG00000104361	0	-	104561
chr9	100473112	100577636	ENSG00000241697	0	+	104524
chr2	128091199	128195677	ENSG00000136731	0	+	104478
chr1	92080304	92184725	ENSG00000189195	0	+	104421
chr6	160348267	160452581	ENSG00000146477	0	+	104314
chr3	51395866	51500002	ENSG00000145041	0	-	104136
chr3	13316234	13420309	ENSG00000132182	0	-	104075
chr12	12725916	12829975	ENSG00000178878	0	+	104059
chr7	141551188	141655244	ENSG00000006530	0	+	104056
chr3	193274789	193378843	ENSG00000187527	0	-	104054
chr5	141515015	141619055	ENSG00000131504	0	-	104040
chr10	24848606	24952604	ENSG00000099256	0	-	103998
chr12	25004341	25108334	ENSG00000118308	0	+	103993
chrX	118346072	118449961	ENSG00000131725	0	+	103889
chr14	99500179	99604026	ENSG00000205476	0	-	103847
chr10	61662960	61766766	ENSG00000183346	0	+	103806
chr8	143437654	143541453	ENSG00000014164	0	-	103799
chr10	63521362	63625123	ENSG00000165476	0	+	103761
chr2	234951972	235055714	ENSG00000130147	0	+	103742
chr6	83067665	83171350	ENSG00000083097	0	+	103685
chr2	161308037	161411717	ENSG00000115233	0	+	103680
chr8	132571952	132675617	ENSG00000129295	0	-	103665
chr15	78624118	78727754	ENSG00000117971	0	-	103636
chr6	87408011	87511634	ENSG00000213204	0	+	103623
chrX	75053171	75156732	ENSG00000131269	0	-	103561
chr17	5282264	5385812	ENSG00000029725	0	+	103548
chr14	69611595	69715142	ENSG00000100647	0	+	103547
chr2	20248690	20352234	ENSG00000055917	0	-	103544
chr12	10226057	10329600	ENSG00000134539	0	+	103543
chr5	132191837	132295315	ENSG00000072682	0	-	103478
chr15	52192321	52295798	ENSG00000128833	0	-	103477
chr4	127623270	127726737	ENSG00000164066	0	+	103467
chr1	165724292	165827755	ENSG00000143183	0	-	103463
chr4	39182403	39285810	ENSG00000157796	0	+	103407
chr17	39461510	39564907	ENSG00000167258	0	+	103397
chr6	84124240	84227635	ENSG00000135315	0	-	103395
chr11	111352251	111455630	ENSG00000110777	0	-	103379
chr9	114402079	114505450	ENSG00000095397	0	-	103371
chr2	26034106	26137454	ENSG00000084733	0	+	103348
chr5	60596911	60700190	ENSG00000035499	0	-	103279
chr11	46743047	46846308	ENSG00000175216	0	-	103261
chr6	46549579	46652830	ENSG00000146233	0	-	103251
chr3	48744596	48847846	ENSG00000114302	0	-	103250
chrX	106693793	106796993	ENSG00000133135	0	+	103200
chr10	119726096	119829278	ENSG00000198825	0	+	103182
chr9	93576406	93679587	ENSG00000197724	0	+	103181
chr13	112485004	112588167	ENSG00000126216	0	-	103163
chr8	94371959	94475109	ENSG00000197275	0	-	103150
chr12	460363	563509	ENSG00000139044	0	+	103146
chr11	129899705	130002835	ENSG00000170325	0	-	103130
chr7	148697913	148801036	ENSG00000055130	0	+	103123
chr4	70704203	70807315	ENSG00000018189	0	+	103112
chr4	5711196	5814305	ENSG00000072840	0	+	103109
chr3	46163603	46266706	ENSG00000183625	0	+	103103
chr1	92298964	92402056	ENSG00000122484	0	+	103092
chr7	30027403	30130483	ENSG00000106086	0	+	103080
chr16	23278230	23381299	ENSG00000168447	0	+	103069
chr1	235547686	235650754	ENSG00000168243	0	-	103068
chr17	12665889	12768949	ENSG00000141052	0	+	103060
chr1	224227333	224330387	ENSG00000143748	0	-	103054
chr5	134904905	135007959	ENSG00000132570	0	+	103054
chr7	74657666	74760692	ENSG00000263001	0	+	103026
chr12	14803571	14906586	ENSG00000182993	0	+	103015
chr4	82909972	83012926	ENSG00000189308	0	-	102954
chrX	102360394	102463274	ENSG00000269437	0	-	102880
chr9	33817566	33920404	ENSG00000107341	0	+	102838
chr7	77537274	77640071	ENSG00000127947	0	+	102797
chr4	6781374	6884170	ENSG00000170871	0	+	102796
chr7	98106884	98209633	ENSG00000164715	0	+	102749
chr9	121074862	121177610	ENSG00000119397	0	+	102748
chr6	159169396	159272109	ENSG00000164694	0	+	102713
chr10	30012799	30115494	ENSG00000165757	0	-	102695
chr5	32689069	32791724	ENSG00000113389	0	+	102655
chr1	173500463	173603094	ENSG00000162753	0	-	102631
chr14	60981113	61083733	ENSG00000139974	0	+	102620
chr2	26847746	26950351	ENSG00000157851	0	+	102605
chr8	33370823	33473422	ENSG00000172728	0	-	102599
chr3	132558137	132660723	ENSG00000240303	0	-	102586
chr7	2251769	2354318	ENSG00000106266	0	-	102549
chr4	168216292	168318807	ENSG00000137628	0	-	102515
chr7	44606571	44709066	ENSG00000105953	0	+	102495
chr10	104129887	104232362	ENSG00000197748	0	-	102475
chr12	106991363	107093829	ENSG00000008405	0	-	102466
chr6	46852511	46954943	ENSG00000069122	0	-	102432
chr14	76151915	76254342	ENSG00000089916	0	+	102427
chr2	60451166	60553567	ENSG00000119866	0	-	102401
chrX	85277395	85379743	ENSG00000124429	0	-	102348
chr16	88874857	88977204	ENSG00000129993	0	-	102347
chr5	72107233	72209570	ENSG00000131711	0	+	102337
chr5	151822512	151924842	ENSG00000145888	0	-	102330
chr14	69050880	69153150	ENSG00000139990	0	-	102270
chr2	157526766	157629005	ENSG00000123612	0	-	102239
chr14	99169286	99271524	ENSG00000127152	0	-	102238
chr8	139600837	139703056	ENSG00000169427	0	-	102219
chr16	22814176	22916338	ENSG00000122254	0	+	102162
chr16	11249618	11351762	ENSG00000175643	0	+	102144
chr1	246566443	246668584	ENSG00000162852	0	+	102141
chr2	233917397	234019522	ENSG00000144481	0	+	102125
chr5	96935393	97037515	ENSG00000113441	0	+	102122
chr8	119730774	119832863	ENSG00000064313	0	-	102089
chr1	96721664	96823738	ENSG00000117569	0	+	102074
chr6	24544103	24646155	ENSG00000137261	0	-	102052
chr5	139526430	139628433	ENSG00000131508	0	+	102003
chr2	127535801	127637729	ENSG00000169994	0	+	101928
chr10	17809343	17911170	ENSG00000260314	0	+	101827
chr15	44427233	44529038	ENSG00000137770	0	+	101805
chr16	1510426	1612110	ENSG00000187535	0	-	101684
chr4	76011183	76112802	ENSG00000156219	0	+	101619
chr3	38548056	38649673	ENSG00000183873	0	-	101617
chr2	187464229	187565760	ENSG00000003436	0	-	101531
chr12	47841536	47943048	ENSG00000111424	0	-	101512
chr2	26457202	26558698	ENSG00000115155	0	-	101496
chr12	8681599	8783095	ENSG00000166532	0	+	101496
chr8	28089672	28191156	ENSG00000134014	0	+	101484
chr2	233671852	233773300	ENSG00000241119	0	+	101448
chr15	39934145	40035591	ENSG00000128829	0	+	101446
chrX	107825754	107927193	ENSG00000080561	0	+	101439
chr4	40056825	40158252	ENSG00000078177	0	+	101427
chr2	159803354	159904749	ENSG00000054219	0	-	101395
chr8	100157905	100259278	ENSG00000104450	0	+	101373
chr10	104353763	104455090	ENSG00000120051	0	+	101327
chr10	49014244	49115509	ENSG00000165633	0	-	101265
chr5	72219408	72320646	ENSG00000113048	0	-	101238
chr8	141207165	141308305	ENSG00000022567	0	-	101140
chr2	106093302	106194339	ENSG00000115652	0	-	101037
chr3	93873032	93974066	ENSG00000184500	0	-	101034
chr7	128954179	129055173	ENSG00000064419	0	-	100994
chr15	44562695	44663678	ENSG00000104133	0	-	100983
chr7	50304123	50405101	ENSG00000185811	0	+	100978
chr6	154733324	154834244	ENSG00000213079	0	+	100920
chr16	50548329	50649249	ENSG00000140807	0	+	100920
chr11	101029623	101130524	ENSG00000082175	0	-	100901
chr1	56718803	56819696	ENSG00000187889	0	-	100893
chr1	52726466	52827342	ENSG00000162378	0	+	100876
chr3	183015217	183116075	ENSG00000078070	0	-	100858
chr2	190408354	190509205	ENSG00000151690	0	+	100851
chr16	84819983	84920768	ENSG00000103196	0	+	100785
chr2	24819168	24919839	ENSG00000138031	0	-	100671
chr3	32996607	33097230	ENSG00000170266	0	-	100623
chr9	97501179	97601748	ENSG00000136842	0	+	100569
chr14	50532508	50633068	ENSG00000198513	0	+	100560
chr16	71464554	71565089	ENSG00000157429	0	-	100535
chr1	54641785	54742308	ENSG00000271723	0	+	100523
chr3	46712114	46812574	ENSG00000206549	0	-	100460
chr5	72816311	72916733	ENSG00000083312	0	+	100422
chr2	75469301	75569722	ENSG00000115363	0	-	100421
chr16	19167970	19268334	ENSG00000103528	0	+	100364
chr6	70856678	70957038	ENSG00000112309	0	-	100360
chr4	79225693	79326050	ENSG00000156269	0	-	100357
chr11	33256671	33357023	ENSG00000110422	0	+	100352
chr17	47522941	47623276	ENSG00000141279	0	+	100335
chr8	22440818	22541142	ENSG00000120910	0	+	100324
chr1	94418454	94518666	ENSG00000117528	0	+	100212
chr3	18345386	18445588	ENSG00000182568	0	-	100202
chr7	13891227	13991425	ENSG00000006468	0	-	100198
chr3	138494343	138594538	ENSG00000114107	0	-	100195
chr13	51354076	51454264	ENSG00000102786	0	-	100188
chr7	105014178	105114361	ENSG00000005483	0	+	100183
chr6	145864244	145964423	ENSG00000146414	0	-	100179
chr7	158856577	158956747	ENSG00000126870	0	+	100170
chr11	32893177	32993316	ENSG00000060749	0	+	100139
chr12	1688573	1788678	ENSG00000006831	0	+	100105
chr4	77511752	77611834	ENSG00000156234	0	+	100082
chr17	4163906	4263977	ENSG00000185722	0	-	100071
